Pregunta,Respuesta,Categoría,Fuente
¿Me podrías decir si Qué hacer si la IPRESS que necesito no aparece en el listado?,"Si la IPRESS que buscas no figura en el listado, puedes consultar otras fuentes oficiales como la web del Ministerio de Salud o la aseguradora correspondiente. También puedes llamar a la central de atención de tu seguro médico para que te brinden información actualizada sobre la red de establecimientos afiliados.",Orientación al Usuario,Documento 'Red de Clínicas IPRESS'
¿Sabes si Qué hacer si la IPRESS que necesito no aparece en el listado?,"Si la IPRESS que buscas no figura en el listado, puedes consultar otras fuentes oficiales como la web del Ministerio de Salud o la aseguradora correspondiente. También puedes llamar a la central de atención de tu seguro médico para que te brinden información actualizada sobre la red de establecimientos afiliados.",Orientación al Usuario,Documento 'Red de Clínicas IPRESS'
¿Puedes explicarme si Qué hacer si la IPRESS que necesito no aparece en el listado?,"Si la IPRESS que buscas no figura en el listado, puedes consultar otras fuentes oficiales como la web del Ministerio de Salud o la aseguradora correspondiente. También puedes llamar a la central de atención de tu seguro médico para que te brinden información actualizada sobre la red de establecimientos afiliados.",Orientación al Usuario,Documento 'Red de Clínicas IPRESS'
¿Es cierto que Qué hacer si la IPRESS que necesito no aparece en el listado?,"Si la IPRESS que buscas no figura en el listado, puedes consultar otras fuentes oficiales como la web del Ministerio de Salud o la aseguradora correspondiente. También puedes llamar a la central de atención de tu seguro médico para que te brinden información actualizada sobre la red de establecimientos afiliados.",Orientación al Usuario,Documento 'Red de Clínicas IPRESS'
¿Tienes idea de si Qué hacer si la IPRESS que necesito no aparece en el listado?,"Si la IPRESS que buscas no figura en el listado, puedes consultar otras fuentes oficiales como la web del Ministerio de Salud o la aseguradora correspondiente. También puedes llamar a la central de atención de tu seguro médico para que te brinden información actualizada sobre la red de establecimientos afiliados.",Orientación al Usuario,Documento 'Red de Clínicas IPRESS'
¿Cuál es el objetivo del Reglamento de Cobranza y Devoluciones de la UPAO?,"Establecer de forma clara los procesos de generación, cobro, control y devolución de pagos por los servicios prestados por la Universidad en todas sus modalidades y campus.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Para qué sirve el Reglamento de Cobranza y Devoluciones de la UPAO?,"Sirve para definir cómo se regulan los pagos y reembolsos en la universidad, promoviendo claridad en los procesos financieros.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué funciones cumple el Reglamento de Cobranza y Devoluciones?,"Funciona como una guía que organiza todos los aspectos relacionados con pagos, cobros y devoluciones en la UPAO.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Cuál es la finalidad del Reglamento de Cobranza y Devoluciones de la universidad?,Su finalidad es regular claramente los procedimientos de cobro y devolución por servicios académicos y administrativos.,Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué regula el Reglamento de Cobranza y Devoluciones en la UPAO?,"Regula las etapas de cobro y devolución por los servicios prestados en la universidad, asegurando control financiero.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué significa 'anulación de matrícula' según el reglamento?,"Es el retiro de todas las asignaturas registradas por el estudiante en un semestre académico, conservando su condición de estudiante hasta por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué implica la anulación de matrícula según el reglamento?,"Consiste en eliminar todas las asignaturas inscritas por el alumno en el semestre, sin perder la condición de estudiante.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Cómo se define la anulación de matrícula en la UPAO?,Es el proceso mediante el cual el estudiante retira todas las asignaturas registradas en un ciclo académico.,Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué significa retirar todas las asignaturas del semestre?,"Equivale a la anulación de matrícula, manteniendo la condición de estudiante hasta por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué ocurre cuando se anula la matrícula en un semestre?,"El estudiante deja de estar matriculado en cursos, pero conserva su vínculo con la universidad por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué se entiende por anulación académica de matrícula?,"Es el retiro total de asignaturas de un ciclo, con mantenimiento de la condición de alumno regular.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué pagos debe realizar un estudiante para matricularse?,"Debe pagar anticipadamente los derechos de matrícula, primera cuota y carnés según lo indicado en el plan tarifario vigente.",Matrícula,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué pagos son necesarios para realizar la matrícula?,"Se deben abonar los derechos de matrícula, carné universitario y primera cuota según el tarifario vigente.",Pago,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué conceptos deben cancelarse antes de matricularse?,"Derecho de matrícula, primera cuota y carnés deben pagarse conforme al tarifario establecido.",Pago,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué desembolsos se exigen al estudiante para su matrícula?,"Debe cancelar el monto correspondiente a matrícula, carné y primera cuota según lo establecido.",Pago,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué obligaciones de pago tiene el estudiante para matricularse?,El estudiante debe pagar anticipadamente los montos indicados para formalizar su matrícula.,Pago,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué conceptos se incluyen en el pago inicial de matrícula?,"Se incluyen matrícula, carné universitario y primera cuota, según lo previsto en el tarifario.",Pago,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué sucede si el estudiante tiene deudas previas?,Debe pagar la totalidad de la deuda más intereses antes de poder matricularse nuevamente.,Cobranza,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Qué pasa si un estudiante tiene deudas anteriores con la universidad?,Debe cancelar completamente su deuda más los intereses para habilitar su matrícula.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Puede matricularse un alumno con deuda pendiente?,"No, el reglamento exige el pago total de la deuda e intereses antes de la matrícula.",Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Qué debe hacer un estudiante con deuda para matricularse de nuevo?,"Debe regularizar el monto adeudado, incluidos los intereses generados.",Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Se permite la matrícula si el estudiante tiene pagos atrasados?,No se permite. Primero debe cancelar su deuda y los intereses correspondientes.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Cuál es el procedimiento si hay una deuda previa a la matrícula?,El estudiante debe pagar íntegramente el monto adeudado más intereses antes de registrarse.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Cuándo se cobra el seguro de accidentes personales?,"Se incluye automáticamente en la segunda cuota del semestre, a menos que el estudiante justifique contar con un seguro equivalente.",Seguro,Reglamento de Cobranza y Devoluciones (Art. 14-16)
¿Cuándo se incluye el seguro contra accidentes en la boleta de pagos?,Se suma automáticamente en la segunda cuota a menos que el alumno presente un seguro válido.,Seguridad,Reglamento de Cobranza y Devoluciones (Art. 14-16)
¿En qué momento se realiza el cobro del seguro de accidentes?,"El seguro se cobra junto con la segunda cuota, salvo exoneración por seguro propio equivalente.",Seguridad,Reglamento de Cobranza y Devoluciones (Art. 14-16)
¿Cómo se gestiona el pago del seguro de accidentes personales?,"Se cobra automáticamente en la segunda cuota del ciclo académico, salvo justificación.",Seguridad,Reglamento de Cobranza y Devoluciones (Art. 14-16)
¿El seguro de accidentes se paga junto a la matrícula?,"No, el cobro se realiza con la segunda cuota y puede omitirse con justificación válida.",Seguridad,Reglamento de Cobranza y Devoluciones (Art. 14-16)
¿Puede evitarse el cobro del seguro de accidentes en UPAO?,"Sí, si el estudiante presenta un seguro personal que cubra equivalentes riesgos.",Seguridad,Reglamento de Cobranza y Devoluciones (Art. 14-16)
"¿Qué condiciones aplican para pagar segunda, tercera o cuarta matrícula?","Se cobra un monto adicional por asignatura, distribuido entre la segunda, tercera y cuarta cuota del semestre.",Matrícula adicional,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué pagos adicionales se generan al llevar segunda matrícula en una asignatura?,Se aplica un recargo adicional por cada asignatura que se paga en cuotas del semestre.,Pago,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Cómo se cobra la segunda o tercera matrícula de un curso?,"Se asigna un costo extra por matrícula adicional, dividido entre las cuotas.",Pago,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Existe un pago especial por repetir cursos en la UPAO?,"Sí, cada repetición implica un monto adicional por curso, distribuido por cuotas.",Pago,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué se cobra cuando un estudiante repite una asignatura?,"Se cobra un recargo por segunda, tercera o cuarta matrícula en una materia.",Pago,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Cuál es el costo adicional por volver a cursar una materia?,"Se paga una cantidad adicional según número de matrícula, repartida por cuotas.",Pago,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué se considera un extorno de pago?,"Reversión del pago realizada por controversia, fraude u otra causa, y debe ser regularizada en 2 días.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué es un extorno según el reglamento financiero?,"Es una reversión de pago motivada por disputa, error o fraude, que debe regularizarse.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿En qué casos procede un extorno de dinero?,"Cuando hay error, duplicidad o controversia en el pago y se regulariza en 48 horas.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué implica el extorno de un pago hecho a la universidad?,"Significa revertir un pago cuestionado, con un plazo para subsanar la situación.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué procedimiento se sigue para un extorno de pago?,Se revierte el pago por razones justificadas y se debe regularizar en dos días.,Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Cuál es el significado del término extorno?,Es el acto de devolver un pago por discrepancia o reclamo del estudiante.,Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué opciones de medios de pago ofrece la UPAO?,Sistema de cuentas bancarias autorizadas y pagos virtuales a través del Campus Virtual.,Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué métodos de pago están habilitados por la UPAO?,Se pueden realizar pagos en bancos autorizados o desde el Campus Virtual.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Cómo se pueden hacer los pagos a la universidad?,A través de canales digitales o entidades bancarias asociadas.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Dónde puede pagar un estudiante sus cuotas?,En entidades financieras autorizadas o mediante el portal del Campus Virtual.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué opciones ofrece la universidad para el pago de servicios?,Permite pagar en bancos convenidos o en línea vía Campus Virtual.,Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿La UPAO permite pagos virtuales?,"Sí, a través del Campus Virtual además de bancos autorizados.",Financiamiento y Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué es el pronto pago y qué beneficio ofrece?,"Es el pago anticipado de matrícula y cuotas, que permite acceder a un descuento según el plan tarifario.",Descuentos,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué es el pronto pago en la universidad?,Es un pago adelantado de la matrícula y cuotas que da derecho a un descuento.,Pago,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Cuál es el beneficio de pagar anticipadamente en la UPAO?,Permite acceder a descuentos establecidos en el tarifario oficial.,Pago,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué ventaja tiene el pronto pago en la universidad?,Otorga una rebaja en el costo si se realiza el pago antes del vencimiento.,Pago,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué ocurre si se realiza pronto pago?,El estudiante recibe un descuento conforme al plan de pagos vigente.,Pago,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿En qué consiste el beneficio por pago anticipado?,Se accede a una reducción del monto total si se paga al inicio del semestre.,Pago,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué se debe hacer para solicitar la devolución de dinero?,"Enviar una solicitud con datos completos al correo institucional, indicando el motivo y conceptos a devolver.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Cómo solicitar el reembolso de dinero en la UPAO?,"Se debe enviar un correo institucional con datos completos, motivo y detalle del importe.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Qué pasos seguir para pedir una devolución?,Enviar la solicitud formal con datos personales y justificación al correo institucional.,Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Dónde se tramita la devolución de un pago en UPAO?,"Mediante el envío de solicitud al correo institucional, con la explicación del caso.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Qué información incluir en la solicitud de devolución?,"Debe contener nombres completos, motivo de la solicitud y los conceptos pagados.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Qué hacer para recuperar un pago indebido?,"Presentar una solicitud formal vía correo institucional, explicando el motivo del reembolso.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Cuál es el objetivo del Reglamento de Cobranza y Devoluciones de la UPAO?,"Establecer de forma clara los procesos de generación, cobro, control y devolución de pagos por los servicios prestados por la Universidad en todas sus modalidades y campus.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué significa 'anulación de matrícula' según el reglamento?,"Es el retiro de todas las asignaturas registradas por el estudiante en un semestre académico, conservando su condición de estudiante hasta por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué pagos debe realizar un estudiante para matricularse?,"Debe pagar anticipadamente los derechos de matrícula, primera cuota y carnés según lo indicado en el plan tarifario vigente.",Matrícula,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué sucede si el estudiante tiene deudas previas?,Debe pagar la totalidad de la deuda más intereses antes de poder matricularse nuevamente.,Cobranza,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Cuándo se cobra el seguro de accidentes personales?,"Se incluye automáticamente en la segunda cuota del semestre, a menos que el estudiante justifique contar con un seguro equivalente.",Seguro,Reglamento de Cobranza y Devoluciones (Art. 14-16)
"¿Qué condiciones aplican para pagar segunda, tercera o cuarta matrícula?","Se cobra un monto adicional por asignatura, distribuido entre la segunda, tercera y cuarta cuota del semestre.",Matrícula adicional,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué se considera un extorno de pago?,"Reversión del pago realizada por controversia, fraude u otra causa, y debe ser regularizada en 2 días.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué opciones de medios de pago ofrece la UPAO?,Sistema de cuentas bancarias autorizadas y pagos virtuales a través del Campus Virtual.,Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué es el pronto pago y qué beneficio ofrece?,"Es el pago anticipado de matrícula y cuotas, que permite acceder a un descuento según el plan tarifario.",Descuentos,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué se debe hacer para solicitar la devolución de dinero?,"Enviar una solicitud con datos completos al correo institucional, indicando el motivo y conceptos a devolver.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Cuál es el objetivo del Reglamento de Cobranza y Devoluciones de la UPAO?,"Establecer de forma clara los procesos de generación, cobro, control y devolución de pagos por los servicios prestados por la Universidad en todas sus modalidades y campus.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué significa 'anulación de matrícula' según el reglamento?,"Es el retiro de todas las asignaturas registradas por el estudiante en un semestre académico, conservando su condición de estudiante hasta por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué pagos debe realizar un estudiante para matricularse?,"Debe pagar anticipadamente los derechos de matrícula, primera cuota y carnés según lo indicado en el plan tarifario vigente.",Matrícula,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué sucede si el estudiante tiene deudas previas?,Debe pagar la totalidad de la deuda más intereses antes de poder matricularse nuevamente.,Cobranza,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Cuándo se cobra el seguro de accidentes personales?,"Se incluye automáticamente en la segunda cuota del semestre, a menos que el estudiante justifique contar con un seguro equivalente.",Seguro,Reglamento de Cobranza y Devoluciones (Art. 14-16)
"¿Qué condiciones aplican para pagar segunda, tercera o cuarta matrícula?","Se cobra un monto adicional por asignatura, distribuido entre la segunda, tercera y cuarta cuota del semestre.",Matrícula adicional,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué se considera un extorno de pago?,"Reversión del pago realizada por controversia, fraude u otra causa, y debe ser regularizada en 2 días.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué opciones de medios de pago ofrece la UPAO?,Sistema de cuentas bancarias autorizadas y pagos virtuales a través del Campus Virtual.,Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué es el pronto pago y qué beneficio ofrece?,"Es el pago anticipado de matrícula y cuotas, que permite acceder a un descuento según el plan tarifario.",Descuentos,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué se debe hacer para solicitar la devolución de dinero?,"Enviar una solicitud con datos completos al correo institucional, indicando el motivo y conceptos a devolver.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Cuál es el objetivo del Reglamento de Cobranza y Devoluciones de la UPAO?,"Establecer de forma clara los procesos de generación, cobro, control y devolución de pagos por los servicios prestados por la Universidad en todas sus modalidades y campus.",Generalidades,Reglamento de Cobranza y Devoluciones (Art. 1)
¿Qué significa 'anulación de matrícula' según el reglamento?,"Es el retiro de todas las asignaturas registradas por el estudiante en un semestre académico, conservando su condición de estudiante hasta por dos años.",Definiciones,Reglamento de Cobranza y Devoluciones (Art. 2)
¿Qué pagos debe realizar un estudiante para matricularse?,"Debe pagar anticipadamente los derechos de matrícula, primera cuota y carnés según lo indicado en el plan tarifario vigente.",Matrícula,Reglamento de Cobranza y Devoluciones (Art. 7)
¿Qué sucede si el estudiante tiene deudas previas?,Debe pagar la totalidad de la deuda más intereses antes de poder matricularse nuevamente.,Cobranza,Reglamento de Cobranza y Devoluciones (Art. 8)
¿Cuándo se cobra el seguro de accidentes personales?,"Se incluye automáticamente en la segunda cuota del semestre, a menos que el estudiante justifique contar con un seguro equivalente.",Seguro,Reglamento de Cobranza y Devoluciones (Art. 14-16)
"¿Qué condiciones aplican para pagar segunda, tercera o cuarta matrícula?","Se cobra un monto adicional por asignatura, distribuido entre la segunda, tercera y cuarta cuota del semestre.",Matrícula adicional,Reglamento de Cobranza y Devoluciones (Art. 19-20)
¿Qué se considera un extorno de pago?,"Reversión del pago realizada por controversia, fraude u otra causa, y debe ser regularizada en 2 días.",Controversias,Reglamento de Cobranza y Devoluciones (Art. 22)
¿Qué opciones de medios de pago ofrece la UPAO?,Sistema de cuentas bancarias autorizadas y pagos virtuales a través del Campus Virtual.,Pagos,Reglamento de Cobranza y Devoluciones (Art. 28)
¿Qué es el pronto pago y qué beneficio ofrece?,"Es el pago anticipado de matrícula y cuotas, que permite acceder a un descuento según el plan tarifario.",Descuentos,"Reglamento de Cobranza y Devoluciones (Art. 30, 42)"
¿Qué se debe hacer para solicitar la devolución de dinero?,"Enviar una solicitud con datos completos al correo institucional, indicando el motivo y conceptos a devolver.",Devoluciones,"Reglamento de Cobranza y Devoluciones (Art. 67, 70)"
¿Cuál es el costo inicial para matricularse en pregrado presencial?,Debes pagar: Matrícula (S/300) + Carné Universitario (S/25) + Carné Único UPAO (S/10) = Total S/335. La primera cuota se paga aparte según tu carrera.,Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Cuánto se paga al momento de iniciar la matrícula presencial en UPAO?,"El monto inicial asciende a S/335 por concepto de matrícula, carné universitario y carné único. Este pago es independiente de la primera cuota académica.",Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Qué monto debo abonar para comenzar mis estudios presenciales en UPAO?,"Para iniciar tu matrícula en pregrado presencial, debes cancelar S/300 de matrícula, S/25 por el carné universitario y S/10 por el carné UPAO.",Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Cuáles son los pagos obligatorios para inscribirme en pregrado presencial?,"Se requiere abonar S/335 por matrícula y carnés, sin incluir la primera cuota del ciclo que depende de la carrera elegida.",Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Qué incluye el costo inicial de matrícula en modalidad presencial?,"Incluye matrícula (S/300), carné universitario (S/25) y carné UPAO (S/10), sumando S/335. La primera cuota es un pago aparte.",Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Cuál es el pago base para formalizar la matrícula presencial?,El costo inicial es de S/335 por matrícula y carnés. La primera cuota académica se paga adicionalmente según la carrera.,Matrícula,Sección 1.1 - Proceso de Matrícula Presencial
¿Cuántas cuotas tiene el programa de Medicina Humana?,"5 cuotas mensuales de S/1,840 (Total S/9,200 por semestre). Incluye acceso a laboratorios y simuladores médicos.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Cuál es el número de pagos mensuales para estudiar Medicina en UPAO?,"Medicina Humana se paga en 5 cuotas mensuales de S/1,840, lo que cubre el uso de laboratorios y simuladores especializados.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Cómo se distribuyen las cuotas en la carrera de Medicina?,"El pago se realiza en 5 cuotas de S/1,840 cada una, totalizando S/9,200 por semestre con acceso a infraestructura médica avanzada.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Qué plan de pagos aplica a la carrera de Medicina Humana?,"El plan contempla 5 pagos mensuales iguales de S/1,840, lo cual incluye el uso de laboratorios clínicos y simuladores.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Cuál es el costo semestral para Medicina y cuántas cuotas implica?,"El programa de Medicina cuesta S/9,200 por semestre, dividido en 5 cuotas mensuales de S/1,840 cada una.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Qué estructura de pago sigue Medicina en UPAO?,"Medicina Humana se paga mediante 5 cuotas de S/1,840, e incluye beneficios como laboratorios y simuladores médicos.",Cuotas,Tabla 1.2 - Cuotas Pregrado Presencial
¿Qué descuentos ofrece la UPAO?,Principalmente: 10% por pago anticipado del semestre completo (no acumulable). Ejemplo: En Administración ahorrarías S/275 por semestre.,Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿Qué tipo de rebajas aplica UPAO por pronto pago?,Se brinda un 10% de descuento si pagas todo el semestre de forma anticipada. No es acumulable con otras promociones.,Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿La universidad ofrece algún beneficio económico por pago adelantado?,"Sí, hay un descuento del 10% por cancelar el semestre completo antes del vencimiento, lo cual representa un ahorro significativo.",Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿Cuáles son los incentivos por cancelar el semestre por adelantado?,UPAO ofrece una rebaja del 10% en el total del semestre si realizas el pago íntegro anticipadamente.,Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿Qué ahorro tengo si pago el semestre completo desde el inicio?,"Puedes acceder a un 10% de descuento por pronto pago, representando una economía importante, como S/275 en Administración.",Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿Existen descuentos por forma de pago en la universidad?,"Sí, pagando el semestre completo de forma anticipada accedes a un 10% de descuento. Este beneficio no se acumula con otros.",Descuentos,Sección 3.1 - Descuento por Pago Anticipado
¿Cómo pagan los cursos en segunda matrícula?,"El primer curso repitente se paga con la 2da cuota, el segundo con la 3ra, y los adicionales con la 4ta cuota. Costo = precio por crédito de tu carrera.",Matrícula,Sección 2.1 - Cursos por Repetición
¿De qué forma se abonan los cursos repetidos?,"Se distribuyen: el primer curso con la 2da cuota, el segundo con la 3ra y los demás con la 4ta. El precio depende de los créditos.",Matrícula,Sección 2.1 - Cursos por Repetición
¿Cómo se financian los cursos por repetición?,El primer curso repitente se paga junto con la segunda cuota académica. Los siguientes se integran a las cuotas siguientes.,Matrícula,Sección 2.1 - Cursos por Repetición
¿Qué cuota incluye el pago por los cursos que se repiten?,"La segunda, tercera y cuarta cuota cubren sucesivamente los cursos en segunda matrícula, según la cantidad registrada.",Matrícula,Sección 2.1 - Cursos por Repetición
¿Qué estructura de pago rige para los cursos repitentes?,"Se realiza de forma progresiva: primer curso con la segunda cuota, segundo con la tercera, y adicionales con la cuarta cuota.",Matrícula,Sección 2.1 - Cursos por Repetición
¿Cómo se determina el cobro por cursos en segunda matrícula?,"El cobro se hace por cuotas escalonadas y el valor se calcula según los créditos de cada curso, según tu plan de estudios.",Matrícula,Sección 2.1 - Cursos por Repetición
¿Cuánto cuesta la carpeta de grado para bachiller?,"S/1,000 soles. Incluye: trámites administrativos, uso de toga/birrete y ceremonia de graduación. Válida por 2 años.",Titulación,Código UC01 - Carpeta de Bachiller
¿Cuál es el precio de la carpeta de bachiller en UPAO?,"La carpeta tiene un costo de S/1,000, e incluye trámites, toga, birrete y ceremonia. Su vigencia es de dos años.",Titulación,Código UC01 - Carpeta de Bachiller
¿Qué valor tiene la carpeta de grado para acceder al bachillerato?,"El precio es S/1,000 e incluye todos los procedimientos necesarios para la obtención del bachiller, junto con el acto ceremonial.",Titulación,Código UC01 - Carpeta de Bachiller
¿Qué incluye y cuánto cuesta la carpeta de bachiller?,"Por S/1,000 obtienes el paquete de trámites, toga, birrete y derecho a ceremonia de graduación, con vigencia de 24 meses.",Titulación,Código UC01 - Carpeta de Bachiller
¿Qué se debe pagar para iniciar el trámite de bachiller?,"Debes pagar S/1,000, lo cual cubre el expediente administrativo, así como elementos de la ceremonia como toga y birrete.",Titulación,Código UC01 - Carpeta de Bachiller
¿Cuál es el importe y validez de la carpeta de bachiller?,"El trámite cuesta S/1,000 y es válido por 2 años. Incluye documentos administrativos y accesorios para la graduación.",Titulación,Código UC01 - Carpeta de Bachiller
¿Qué carreras tienen modalidad semipresencial?,"Derecho, Administración, Contabilidad e Ingeniería de Computación. Cuotas desde S/425 (Programa Gente que Trabaja) hasta S/550 (CRECE).",Programas,Tabla 1.2 - Pregrado Semipresencial
¿Qué programas de estudio se ofrecen en formato semipresencial?,"UPAO ofrece las carreras de Derecho, Administración, Contabilidad e Ingeniería de Computación en modalidad semipresencial, con cuotas entre S/425 y S/550.",Programas,Tabla 1.2 - Pregrado Semipresencial
¿Cuáles son las carreras disponibles con clases semipresenciales?,"Puedes estudiar Derecho, Contabilidad, Administración o Ingeniería de Computación en formato semipresencial. Las cuotas varían desde S/425 a S/550.",Programas,Tabla 1.2 - Pregrado Semipresencial
¿Qué opciones académicas están disponibles en modalidad semipresencial?,"La universidad brinda Derecho, Administración, Contabilidad e Ingeniería de Computación bajo modalidad semipresencial, con programas ajustados al público laboral.",Programas,Tabla 1.2 - Pregrado Semipresencial
¿Qué carreras combina clases virtuales y presenciales en UPAO?,"Las carreras semipresenciales incluyen: Derecho, Administración, Contabilidad e Ingeniería de Computación. El costo mensual va desde S/425 a S/550.",Programas,Tabla 1.2 - Pregrado Semipresencial
¿En qué carreras puedo estudiar bajo la modalidad semipresencial?,"UPAO permite estudiar algunas carreras como Derecho o Contabilidad de forma semipresencial, ideales para quienes trabajan. Cuotas desde S/425.",Programas,Tabla 1.2 - Pregrado Semipresencial
¿Puedo convalidar mi certificado Cambridge?,"Sí: KET (S/150), PET (S/300), FCE/CAE (S/450). Presenta el certificado original en el Centro de Idiomas + pago correspondiente.",Certificaciones,Tabla 1.6 - Convalidación Cambridge
¿Es posible validar un certificado Cambridge en UPAO?,"Sí, puedes convalidar KET, PET, FCE o CAE, presentando tu certificado en el Centro de Idiomas y pagando el monto correspondiente.",Certificaciones,Tabla 1.6 - Convalidación Cambridge
